County,Year,Month,Labor Force,Employment,Unemployment,Unemp. Rate
Orange,2022,September,"1,599,200","1,552,200","47,000",2.9%
Orange,2022,October,"1,603,300","1,554,300","49,000",3.1%
Orange,2022,November,"1,600,800","1,551,100","49,700",3.1%
Orange,2022,December,"1,600,100","1,555,100","45,100",2.8%
Orange,2023,January,"1,598,100","1,544,300","53,800",3.4%
Orange,2023,February,"1,609,900","1,555,500","54,400",3.4%
Orange,2023,March,"1,615,200","1,562,800","52,400",3.2%
Orange,2023,April,"1,598,900","1,552,300","46,600",2.9%
Orange,2023,May,"1,599,400","1,551,400","48,000",3.0%
Orange,2023,June,"1,596,000","1,539,400","56,600",3.5%
Orange,2023,July,"1,616,200","1,558,400","57,800",3.6%
Orange,2023,August,"1,616,600","1,553,100","63,500",3.9%
Orange,2023,September,"1,623,300","1,563,100","60,200",3.7%
Orange,2023,October,"1,621,800","1,560,600","61,200",3.8%
Orange,2023,November,"1,626,900","1,567,500","59,400",3.6%
Orange,2023,December,"1,618,100","1,560,400","57,800",3.6%
Orange,2024,January,"1,617,600","1,554,500","63,100",3.9%
Orange,2024,February,"1,629,200","1,566,100","63,100",3.9%
Orange,2024,March,"1,630,900","1,570,200","60,700",3.7%
Orange,2024,April,"1,612,400","1,557,100","55,300",3.4%
Orange,2024,May,"1,608,800","1,555,800","52,900",3.3%
Orange,2024,June,"1,611,300","1,545,300","66,000",4.1%
Orange,2024,July,"1,632,900","1,560,900","72,000",4.4%
Orange,2024,August,"1,627,300","1,554,400","72,900",4.5%
Orange,2024,September,"1,632,800","1,568,200","64,500",4.0%
Orange,2024,October,"1,629,200","1,563,300","65,900",4.0%
Orange,2024,November,"1,624,800","1,558,700","66,100",4.1%
Orange,2024,December,"1,622,000","1,561,200","60,800",3.7%
Placer ,2010,January,"175,000","153,500","21,500",12.3%
Placer ,2010,February,"175,000","153,800","21,200",12.1%
Placer ,2010,March,"175,400","154,200","21,300",12.1%
Placer ,2010,April,"173,900","153,800","20,100",11.6%
Placer ,2010,May,"173,200","153,700","19,500",11.2%
Placer ,2010,June,"173,100","152,900","20,200",11.7%
Placer ,2010,July,"174,200","153,600","20,600",11.8%
Placer ,2010,August,"173,300","153,000","20,300",11.7%
Placer ,2010,September,"172,800","153,100","19,700",11.4%
Placer ,2010,October,"172,000","152,600","19,400",11.3%
Placer ,2010,November,"172,500","152,200","20,200",11.7%
Placer ,2010,December,"171,600","152,100","19,500",11.4%
Placer ,2011,January,"173,100","152,600","20,500",11.8%
Placer ,2011,February,"173,300","153,300","20,000",11.5%
Placer ,2011,March,"173,600","153,900","19,700",11.4%
Placer ,2011,April,"172,100","153,500","18,600",10.8%
Placer ,2011,May,"172,200","153,900","18,400",10.7%
Placer ,2011,June,"172,700","153,100","19,600",11.3%
Placer ,2011,July,"173,000","153,600","19,400",11.2%
Placer ,2011,August,"173,200","154,300","18,900",10.9%
Placer ,2011,September,"173,500","155,200","18,300",10.5%
Placer ,2011,October,"173,600","155,700","18,000",10.3%
Placer ,2011,November,"173,700","156,300","17,400",10.0%
Placer ,2011,December,"173,200","156,200","17,000",9.8%
Placer ,2012,January,"173,300","155,500","17,800",10.3%
Placer ,2012,February,"174,600","156,900","17,700",10.2%
Placer ,2012,March,"174,800","157,300","17,500",10.0%
Placer ,2012,April,"173,700","157,600","16,200",9.3%
Placer ,2012,May,"174,100","157,900","16,200",9.3%
Placer ,2012,June,"175,300","158,200","17,100",9.8%
Placer ,2012,July,"175,100","157,800","17,300",9.9%
Placer ,2012,August,"174,300","157,900","16,500",9.4%
Placer ,2012,September,"174,500","159,100","15,400",8.8%
Placer ,2012,October,"174,800","159,400","15,400",8.8%
Placer ,2012,November,"174,600","159,600","15,000",8.6%
Placer ,2012,December,"174,300","159,300","15,000",8.6%
Placer ,2013,January,"176,700","160,800","15,900",9.0%
Placer ,2013,February,"176,600","161,600","15,000",8.5%
Placer ,2013,March,"176,000","161,700","14,200",8.1%
Placer ,2013,April,"174,400","161,300","13,100",7.5%
Placer ,2013,May,"174,800","161,700","13,100",7.5%
Placer ,2013,June,"175,600","161,300","14,300",8.1%
Placer ,2013,July,"176,200","161,900","14,300",8.1%
Placer ,2013,August,"175,100","161,500","13,600",7.7%
Placer ,2013,September,"175,500","162,400","13,100",7.5%
Placer ,2013,October,"174,200","161,100","13,000",7.5%
Placer ,2013,November,"175,100","162,500","12,600",7.2%
Placer ,2013,December,"174,000","162,200","11,800",6.8%
Placer ,2014,January,"174,300","161,700","12,500",7.2%
Placer ,2014,February,"175,200","162,500","12,700",7.2%
Placer ,2014,March,"175,500","163,100","12,400",7.1%
Placer ,2014,April,"173,200","162,600","10,600",6.1%
Placer ,2014,May,"174,400","163,800","10,600",6.1%
Placer ,2014,June,"175,600","164,500","11,100",6.3%
Placer ,2014,July,"176,100","164,400","11,800",6.7%
Placer ,2014,August,"175,500","164,200","11,300",6.4%
Placer ,2014,September,"175,700","165,200","10,500",6.0%
Placer ,2014,October,"176,400","166,000","10,400",5.9%
Placer ,2014,November,"176,600","166,400","10,300",5.8%
Placer ,2014,December,"174,900","165,500","9,400",5.3%
Placer ,2015,January,"175,700","165,400","10,300",5.9%
Placer ,2015,February,"175,800","166,100","9,700",5.5%
Placer ,2015,March,"176,100","166,700","9,400",5.3%
Placer ,2015,April,"175,200","166,400","8,800",5.0%
Placer ,2015,May,"176,300","167,500","8,800",5.0%
Placer ,2015,June,"176,600","167,400","9,100",5.2%
Placer ,2015,July,"177,500","168,000","9,500",5.3%
Placer ,2015,August,"176,500","167,700","8,800",5.0%
Placer ,2015,September,"176,100","167,800","8,200",4.7%
Placer ,2015,October,"176,900","168,400","8,400",4.8%
Placer ,2015,November,"177,200","168,800","8,400",4.7%
Placer ,2015,December,"177,200","169,300","8,000",4.5%
Placer ,2016,January,"177,200","168,700","8,600",4.8%
Placer ,2016,February,"178,600","170,100","8,500",4.7%
Placer ,2016,March,"179,000","170,400","8,600",4.8%
Placer ,2016,April,"177,100","169,200","7,900",4.5%
Placer ,2016,May,"177,600","170,400","7,200",4.0%
Placer ,2016,June,"178,600","170,200","8,400",4.7%
Placer ,2016,July,"180,000","171,400","8,600",4.8%
Placer ,2016,August,"179,500","171,100","8,400",4.7%
Placer ,2016,September,"179,500","171,400","8,100",4.5%
Placer ,2016,October,"179,100","171,000","8,100",4.5%
Placer ,2016,November,"178,800","171,300","7,500",4.2%
Placer ,2016,December,"178,500","171,100","7,400",4.1%
Placer ,2017,January,"180,000","171,600","8,400",4.7%
Placer ,2017,February,"180,600","172,500","8,000",4.5%
Placer ,2017,March,"180,900","173,300","7,500",4.2%
Placer ,2017,April,"179,600","172,700","6,800",3.8%
Placer ,2017,May,"179,900","173,500","6,400",3.6%
Placer ,2017,June,"180,800","173,400","7,400",4.1%
Placer ,2017,July,"182,300","174,600","7,700",4.2%
Placer ,2017,August,"181,300","173,800","7,500",4.1%
Placer ,2017,September,"182,100","175,400","6,600",3.6%
Placer ,2017,October,"181,200","174,900","6,300",3.5%
Placer ,2017,November,"181,000","174,900","6,100",3.4%
Placer ,2017,December,"180,800","174,900","5,900",3.3%
Placer ,2018,January,"182,700","176,100","6,600",3.6%
Placer ,2018,February,"184,100","177,700","6,400",3.5%
Placer ,2018,March,"184,100","177,900","6,200",3.3%
Placer ,2018,April,"183,000","177,400","5,600",3.1%
Placer ,2018,May,"183,800","178,800","5,000",2.7%
Placer ,2018,June,"184,600","178,300","6,300",3.4%
Placer ,2018,July,"186,100","180,000","6,200",3.3%
Placer ,2018,August,"184,800","178,800","6,100",3.3%
Placer ,2018,September,"185,500","179,900","5,600",3.0%
Placer ,2018,October,"185,700","179,800","5,800",3.1%
Placer ,2018,November,"185,800","180,000","5,800",3.1%
Placer ,2018,December,"185,800","179,900","5,900",3.2%
Placer ,2019,January,"187,600","180,300","7,200",3.9%
Placer ,2019,February,"188,500","181,900","6,600",3.5%
Placer ,2019,March,"188,500","181,800","6,700",3.5%
Placer ,2019,April,"185,700","180,200","5,500",2.9%
Placer ,2019,May,"186,100","181,000","5,100",2.8%
Placer ,2019,June,"186,400","180,400","6,100",3.2%
Placer ,2019,July,"188,600","182,200","6,400",3.4%
Placer ,2019,August,"188,000","181,900","6,100",3.2%
Placer ,2019,September,"188,300","183,000","5,300",2.8%
Placer ,2019,October,"188,800","183,300","5,500",2.9%
Placer ,2019,November,"188,300","182,800","5,500",2.9%
Placer ,2019,December,"187,800","182,500","5,300",2.8%
Placer ,2020,January,"189,600","183,200","6,400",3.4%
Placer ,2020,February,"191,100","185,100","6,000",3.2%
Placer ,2020,March,"189,200","180,500","8,700",4.6%
Placer ,2020,April,"183,600","159,000","24,600",13.4%
Placer ,2020,May,"180,800","157,900","22,800",12.6%
Placer ,2020,June,"185,900","166,600","19,300",10.4%
Placer ,2020,July,"186,100","168,600","17,500",9.4%
Placer ,2020,August,"184,700","170,400","14,300",7.8%
Placer ,2020,September,"184,600","171,400","13,200",7.2%
Placer ,2020,October,"184,500","173,000","11,400",6.2%
Placer ,2020,November,"183,800","172,700","11,100",6.1%
Placer ,2020,December,"184,000","172,600","11,400",6.2%
Placer ,2021,January,"187,500","175,800","11,700",6.2%
Placer ,2021,February,"188,600","177,100","11,500",6.1%
Placer ,2021,March,"189,300","178,200","11,100",5.9%
Placer ,2021,April,"188,000","177,500","10,600",5.6%
Placer ,2021,May,"188,200","178,600","9,600",5.1%
Placer ,2021,June,"189,400","178,500","10,900",5.8%
Placer ,2021,July,"191,800","181,300","10,500",5.5%
Placer ,2021,August,"191,400","181,400","10,100",5.3%
Placer ,2021,September,"191,200","182,800","8,400",4.4%
Placer ,2021,October,"191,300","183,100","8,200",4.3%
Placer ,2021,November,"191,500","184,100","7,400",3.9%
Placer ,2021,December,"191,300","184,500","6,800",3.5%
Placer ,2022,January,"193,600","185,800","7,800",4.0%
Placer ,2022,February,"194,600","187,600","7,000",3.6%
Placer ,2022,March,"195,400","189,100","6,300",3.2%
Placer ,2022,April,"193,400","188,000","5,500",2.8%
Placer ,2022,May,"194,400","189,400","5,000",2.6%
Placer ,2022,June,"194,300","188,200","6,100",3.1%
Placer ,2022,July,"195,600","189,600","6,000",3.1%
Placer ,2022,August,"196,000","189,700","6,300",3.2%
Placer ,2022,September,"196,000","190,300","5,700",2.9%
Placer ,2022,October,"196,200","190,300","6,000",3.0%
Placer ,2022,November,"196,400","190,300","6,100",3.1%
Placer ,2022,December,"196,500","190,800","5,700",2.9%
Placer ,2023,January,"199,200","192,000","7,200",3.6%
Placer ,2023,February,"200,800","193,500","7,300",3.6%
Placer ,2023,March,"201,900","194,700","7,200",3.6%
Placer ,2023,April,"199,800","193,600","6,200",3.1%
Placer ,2023,May,"200,400","194,000","6,300",3.2%
Placer ,2023,June,"200,300","192,900","7,400",3.7%
Placer ,2023,July,"202,500","195,000","7,500",3.7%
Placer ,2023,August,"202,900","194,800","8,200",4.0%
Placer ,2023,September,"203,300","195,500","7,800",3.8%
Placer ,2023,October,"203,200","195,300","7,900",3.9%
Placer ,2023,November,"204,000","196,300","7,700",3.8%
Placer ,2023,December,"202,600","195,000","7,700",3.8%
Placer ,2024,January,"202,800","194,300","8,500",4.2%
Placer ,2024,February,"204,200","195,400","8,700",4.3%
Placer ,2024,March,"205,300","196,900","8,400",4.1%
Placer ,2024,April,"203,500","196,000","7,500",3.7%
Placer ,2024,May,"203,000","196,000","7,000",3.4%
Placer ,2024,June,"204,200","195,500","8,600",4.2%
Placer ,2024,July,"206,200","196,900","9,300",4.5%
Placer ,2024,August,"206,200","196,800","9,400",4.5%
Placer ,2024,September,"206,200","197,800","8,400",4.1%
Placer ,2024,October,"205,300","196,800","8,500",4.2%
Placer ,2024,November,"205,000","196,400","8,600",4.2%
Placer ,2024,December,"205,200","197,100","8,100",3.9%
Plumas ,2010,January,"8,720","6,660","2,060",23.6%
Plumas ,2010,February,"8,870","6,710","2,160",24.4%
Plumas ,2010,March,"8,890","6,760","2,130",23.9%
Plumas ,2010,April,"9,040","7,180","1,850",20.5%
Plumas ,2010,May,"9,290","7,700","1,590",17.2%
Plumas ,2010,June,"9,520","8,040","1,480",15.6%
Plumas ,2010,July,"9,750","8,280","1,460",15.0%
Plumas ,2010,August,"9,670","8,260","1,400",14.5%
Plumas ,2010,September,"9,420","8,070","1,350",14.3%
Plumas ,2010,October,"9,110","7,740","1,370",15.0%
Plumas ,2010,November,"8,920","7,300","1,620",18.2%
Plumas ,2010,December,"8,790","7,020","1,770",20.1%
Plumas ,2011,January,"8,780","6,790","1,990",22.7%
Plumas ,2011,February,"8,750","6,740","2,010",23.0%
Plumas ,2011,March,"8,720","6,790","1,930",22.2%
Plumas ,2011,April,"8,660","6,950","1,700",19.7%
Plumas ,2011,May,"8,770","7,300","1,470",16.8%
Plumas ,2011,June,"9,100","7,660","1,440",15.8%
Plumas ,2011,July,"9,330","7,930","1,390",14.9%
Plumas ,2011,August,"9,340","7,980","1,350",14.5%
Plumas ,2011,September,"9,130","7,860","1,270",13.9%
Plumas ,2011,October,"8,870","7,610","1,260",14.2%
Plumas ,2011,November,"8,510","7,140","1,370",16.1%
Plumas ,2011,December,"8,320","6,810","1,510",18.1%
Plumas ,2012,January,"8,250","6,520","1,730",20.9%
Plumas ,2012,February,"8,250","6,490","1,760",21.3%
Plumas ,2012,March,"8,260","6,540","1,720",20.8%
Plumas ,2012,April,"8,130","6,610","1,520",18.7%
Plumas ,2012,May,"8,550","7,240","1,310",15.3%
Plumas ,2012,June,"8,830","7,580","1,260",14.3%
Plumas ,2012,July,"9,060","7,810","1,250",13.8%
Plumas ,2012,August,"8,950","7,760","1,190",13.3%
Plumas ,2012,September,"8,720","7,630","1,090",12.5%
Plumas ,2012,October,"8,490","7,410","1,080",12.7%
Plumas ,2012,November,"8,080","6,890","1,190",14.8%
Plumas ,2012,December,"7,990","6,640","1,350",16.9%
Plumas ,2013,January,"7,970","6,410","1,560",19.5%
Plumas ,2013,February,"7,890","6,370","1,520",19.2%
Plumas ,2013,March,"7,880","6,430","1,460",18.5%
Plumas ,2013,April,"8,070","6,820","1,250",15.5%
Plumas ,2013,May,"8,420","7,350","1,070",12.7%
Plumas ,2013,June,"8,690","7,640","1,050",12.1%
Plumas ,2013,July,"8,740","7,710","1,030",11.8%
Plumas ,2013,August,"8,660","7,710",950,11.0%
Plumas ,2013,September,"8,560","7,650",910,10.6%
Plumas ,2013,October,"8,200","7,290",910,11.1%
Plumas ,2013,November,"8,000","6,980","1,020",12.7%
Plumas ,2013,December,"7,770","6,700","1,060",13.7%
Plumas ,2014,January,"7,810","6,510","1,300",16.6%
Plumas ,2014,February,"7,830","6,540","1,290",16.5%
Plumas ,2014,March,"7,920","6,620","1,300",16.4%
Plumas ,2014,April,"7,890","6,840","1,050",13.3%
Plumas ,2014,May,"8,230","7,370",860,10.5%
Plumas ,2014,June,"8,540","7,730",820,9.6%
Plumas ,2014,July,"8,530","7,710",820,9.6%
Plumas ,2014,August,"8,520","7,750",770,9.0%
Plumas ,2014,September,"8,410","7,710",700,8.3%
Plumas ,2014,October,"8,090","7,390",700,8.6%
Plumas ,2014,November,"7,760","6,950",820,10.5%
Plumas ,2014,December,"7,640","6,700",940,12.3%
Plumas ,2015,January,"7,610","6,490","1,120",14.7%
Plumas ,2015,February,"7,550","6,490","1,070",14.1%
Plumas ,2015,March,"7,600","6,570","1,030",13.6%
Plumas ,2015,April,"7,580","6,750",830,11.0%
Plumas ,2015,May,"8,110","7,350",750,9.3%
Plumas ,2015,June,"8,320","7,600",720,8.6%
Plumas ,2015,July,"8,300","7,600",700,8.4%
Plumas ,2015,August,"8,370","7,710",650,7.8%
Plumas ,2015,September,"8,170","7,580",580,7.1%
Plumas ,2015,October,"7,950","7,340",610,7.7%
Plumas ,2015,November,"7,620","6,850",770,10.1%
Plumas ,2015,December,"7,540","6,620",920,12.2%
Plumas ,2016,January,"7,530","6,440","1,090",14.5%
Plumas ,2016,February,"7,660","6,560","1,090",14.3%
Plumas ,2016,March,"7,650","6,560","1,090",14.2%
Plumas ,2016,April,"7,630","6,770",860,11.2%
Plumas ,2016,May,"8,040","7,390",650,8.1%
Plumas ,2016,June,"8,500","7,830",670,7.9%
Plumas ,2016,July,"8,490","7,860",630,7.4%
Plumas ,2016,August,"8,470","7,880",580,6.9%
Plumas ,2016,September,"8,270","7,720",550,6.6%
Plumas ,2016,October,"7,910","7,360",550,7.0%
Plumas ,2016,November,"7,590","6,920",670,8.8%
Plumas ,2016,December,"7,470","6,640",830,11.1%
Plumas ,2017,January,"7,370","6,380",980,13.3%
Plumas ,2017,February,"7,520","6,480","1,040",13.8%
Plumas ,2017,March,"7,580","6,590",990,13.0%
Plumas ,2017,April,"7,540","6,720",830,11.0%
Plumas ,2017,May,"7,940","7,310",630,7.9%
Plumas ,2017,June,"8,410","7,810",600,7.1%
Plumas ,2017,July,"8,550","7,960",590,6.9%
Plumas ,2017,August,"8,340","7,790",540,6.5%
Plumas ,2017,September,"8,120","7,650",470,5.8%
Plumas ,2017,October,"7,950","7,490",470,5.9%
Plumas ,2017,November,"7,470","6,910",560,7.4%
Plumas ,2017,December,"7,420","6,740",670,9.1%
Plumas ,2018,January,"7,350","6,550",800,10.9%
Plumas ,2018,February,"7,510","6,650",860,11.5%
Plumas ,2018,March,"7,550","6,680",870,11.5%
Plumas ,2018,April,"7,600","6,900",700,9.2%
Plumas ,2018,May,"7,970","7,460",510,6.4%
Plumas ,2018,June,"8,360","7,850",510,6.1%
Plumas ,2018,July,"8,550","8,070",490,5.7%
Plumas ,2018,August,"8,460","8,020",440,5.2%
Plumas ,2018,September,"8,250","7,860",390,4.7%
Plumas ,2018,October,"8,000","7,590",410,5.1%
Plumas ,2018,November,"7,620","7,120",500,6.6%
Plumas ,2018,December,"7,520","6,850",670,8.9%
Plumas ,2019,January,"7,600","6,700",890,11.7%
Plumas ,2019,February,"7,640","6,700",940,12.3%
Plumas ,2019,March,"7,610","6,680",930,12.2%
Plumas ,2019,April,"7,710","6,970",750,9.7%
Plumas ,2019,May,"8,110","7,610",510,6.2%
Plumas ,2019,June,"8,420","7,910",510,6.1%
Plumas ,2019,July,"8,590","8,070",520,6.1%
Plumas ,2019,August,"8,530","8,050",470,5.5%
Plumas ,2019,September,"8,240","7,850",400,4.8%
Plumas ,2019,October,"8,070","7,660",410,5.1%
Plumas ,2019,November,"7,780","7,290",480,6.2%
Plumas ,2019,December,"7,550","6,950",610,8.1%
Plumas ,2020,January,"7,530","6,720",810,10.7%
Plumas ,2020,February,"7,630","6,820",810,10.7%
Plumas ,2020,March,"7,930","6,780","1,150",14.5%
Plumas ,2020,April,"7,530","6,120","1,420",18.8%
Plumas ,2020,May,"7,570","6,530","1,040",13.7%
Plumas ,2020,June,"8,000","7,150",850,10.6%
Plumas ,2020,July,"8,040","7,250",800,9.9%
Plumas ,2020,August,"8,130","7,480",650,8.0%
Plumas ,2020,September,"7,890","7,290",610,7.7%
Plumas ,2020,October,"7,680","7,110",570,7.4%
Plumas ,2020,November,"7,370","6,750",620,8.4%
Plumas ,2020,December,"7,210","6,440",770,10.7%
Plumas ,2021,January,"7,180","6,260",920,12.8%
Plumas ,2021,February,"7,270","6,300",980,13.4%
Plumas ,2021,March,"7,370","6,410",960,13.0%
Plumas ,2021,April,"7,600","6,800",800,10.6%
Plumas ,2021,May,"7,900","7,250",650,8.2%
Plumas ,2021,June,"8,290","7,610",680,8.2%
Plumas ,2021,July,"8,180","7,550",630,7.7%
Plumas ,2021,August,"7,590","6,900",700,9.2%
Plumas ,2021,September,"7,680","7,120",560,7.3%
Plumas ,2021,October,"7,510","6,970",540,7.2%
Plumas ,2021,November,"7,190","6,640",560,7.7%
Plumas ,2021,December,"6,950","6,370",580,8.3%
Plumas ,2022,January,"7,040","6,290",760,10.7%
Plumas ,2022,February,"7,140","6,420",730,10.2%
Plumas ,2022,March,"7,220","6,530",680,9.5%
Plumas ,2022,April,"7,230","6,740",500,6.9%
Plumas ,2022,May,"7,570","7,200",370,4.9%
Plumas ,2022,June,"7,960","7,570",380,4.8%
Plumas ,2022,July,"7,810","7,430",390,4.9%
Plumas ,2022,August,"7,970","7,580",390,4.8%
Plumas ,2022,September,"7,680","7,340",340,4.4%
Plumas ,2022,October,"7,600","7,240",360,4.8%
Plumas ,2022,November,"7,220","6,760",460,6.3%
Plumas ,2022,December,"6,980","6,430",540,7.8%
Plumas ,2023,January,"7,000","6,290",710,10.2%
Plumas ,2023,February,"7,140","6,350",790,11.1%
Plumas ,2023,March,"7,210","6,430",780,10.9%
Plumas ,2023,April,"7,270","6,670",590,8.1%
Plumas ,2023,May,"7,600","7,120",480,6.4%
Plumas ,2023,June,"7,820","7,390",430,5.5%
Plumas ,2023,July,"8,180","7,770",410,5.0%
Plumas ,2023,August,"8,180","7,760",420,5.2%
Plumas ,2023,September,"7,960","7,570",390,4.8%
Plumas ,2023,October,"7,840","7,440",400,5.1%
Plumas ,2023,November,"7,410","6,980",430,5.8%
Plumas ,2023,December,"7,220","6,670",560,7.7%
Plumas ,2024,January,"7,310","6,580",740,10.1%
Plumas ,2024,February,"7,510","6,660",850,11.3%
Plumas ,2024,March,"7,540","6,730",820,10.8%
Plumas ,2024,April,"7,640","7,010",640,8.3%
Plumas ,2024,May,"7,930","7,500",440,5.5%
Plumas ,2024,June,"8,310","7,860",450,5.5%
Plumas ,2024,July,"8,520","8,040",480,5.6%
Plumas ,2024,August,"8,360","7,910",460,5.5%
Plumas ,2024,September,"8,080","7,690",390,4.9%
Plumas ,2024,October,"7,820","7,410",410,5.3%
Plumas ,2024,November,"7,460","7,010",450,6.0%
Plumas ,2024,December,"7,320","6,740",580,8.0%
Riverside,2010,January,"981,200","841,100","140,100",14.3%
Riverside,2010,February,"982,300","842,200","140,000",14.3%
Riverside,2010,March,"987,300","847,600","139,700",14.1%
Riverside,2010,April,"978,500","846,600","131,900",13.5%
Riverside,2010,May,"971,700","842,800","128,900",13.3%
Riverside,2010,June,"975,800","840,400","135,300",13.9%
Riverside,2010,July,"977,100","834,700","142,400",14.6%
Riverside,2010,August,"976,900","835,200","141,800",14.5%
Riverside,2010,September,"973,000","835,800","137,100",14.1%
Riverside,2010,October,"973,200","837,400","135,800",14.0%
Riverside,2010,November,"978,800","842,800","136,000",13.9%
Riverside,2010,December,"977,700","847,100","130,600",13.4%
Riverside,2011,January,"974,600","840,100","134,500",13.8%
Riverside,2011,February,"974,300","843,000","131,300",13.5%
Riverside,2011,March,"978,000","848,900","129,100",13.2%
Riverside,2011,April,"968,100","844,700","123,400",12.7%
Riverside,2011,May,"966,000","844,400","121,700",12.6%
Riverside,2011,June,"972,100","839,300","132,800",13.7%
Riverside,2011,July,"972,800","836,000","136,800",14.1%
Riverside,2011,August,"973,200","838,900","134,300",13.8%
Riverside,2011,September,"975,300","844,600","130,700",13.4%
Riverside,2011,October,"979,000","851,100","127,900",13.1%
Riverside,2011,November,"981,100","860,200","121,000",12.3%
Riverside,2011,December,"982,600","863,700","118,900",12.1%
Riverside,2012,January,"983,600","862,000","121,500",12.4%
Riverside,2012,February,"985,300","864,400","121,000",12.3%
Riverside,2012,March,"987,000","868,400","118,600",12.0%
Riverside,2012,April,"977,000","867,100","109,900",11.2%
Riverside,2012,May,"977,600","867,300","110,300",11.3%
Riverside,2012,June,"983,800","863,400","120,400",12.2%
Riverside,2012,July,"983,800","859,000","124,900",12.7%
Riverside,2012,August,"980,100","859,700","120,400",12.3%
Riverside,2012,September,"982,200","870,600","111,700",11.4%
Riverside,2012,October,"990,500","879,100","111,400",11.2%
Riverside,2012,November,"991,300","885,600","105,700",10.7%
Riverside,2012,December,"991,000","886,700","104,300",10.5%
Riverside,2013,January,"998,200","887,700","110,500",11.1%
Riverside,2013,February,"994,700","889,700","105,000",10.6%
Riverside,2013,March,"993,200","892,700","100,500",10.1%
Riverside,2013,April,"985,400","891,500","93,900",9.5%
Riverside,2013,May,"987,600","894,700","92,900",9.4%
Riverside,2013,June,"994,000","890,100","103,900",10.5%
Riverside,2013,July,"993,500","886,700","106,900",10.8%
Riverside,2013,August,"990,300","886,600","103,700",10.5%
Riverside,2013,September,"995,300","896,600","98,700",9.9%
Riverside,2013,October,"994,000","896,300","97,800",9.8%
Riverside,2013,November,"1,001,200","909,500","91,700",9.2%
Riverside,2013,December,"998,900","911,700","87,200",8.7%
Riverside,2014,January,"1,002,200","910,600","91,600",9.1%
Riverside,2014,February,"1,006,600","915,000","91,500",9.1%
Riverside,2014,March,"1,010,100","919,700","90,400",9.0%
Riverside,2014,April,"995,500","916,600","78,900",7.9%
Riverside,2014,May,"999,400","921,100","78,300",7.8%
Riverside,2014,June,"1,002,200","918,000","84,200",8.4%
Riverside,2014,July,"1,007,900","916,300","91,600",9.1%
Riverside,2014,August,"1,008,100","918,200","89,900",8.9%
Riverside,2014,September,"1,011,800","929,700","82,100",8.1%
Riverside,2014,October,"1,021,600","941,700","80,000",7.8%
Riverside,2014,November,"1,031,100","954,100","77,100",7.5%
Riverside,2014,December,"1,026,500","955,900","70,600",6.9%
Riverside,2015,January,"1,030,400","953,800","76,600",7.4%
Riverside,2015,February,"1,030,200","957,300","73,000",7.1%
Riverside,2015,March,"1,030,600","960,000","70,500",6.8%
Riverside,2015,April,"1,024,100","957,800","66,300",6.5%
Riverside,2015,May,"1,029,500","963,300","66,200",6.4%
Riverside,2015,June,"1,027,900","957,200","70,700",6.9%
Riverside,2015,July,"1,031,200","954,700","76,500",7.4%
Riverside,2015,August,"1,029,900","956,700","73,200",7.1%
Riverside,2015,September,"1,029,700","962,100","67,600",6.6%
Riverside,2015,October,"1,039,600","972,600","67,100",6.4%
Riverside,2015,November,"1,050,100","985,600","64,500",6.1%
Riverside,2015,December,"1,053,100","991,500","61,600",5.8%
Riverside,2016,January,"1,024,600","960,900","63,700",6.2%
Riverside,2016,February,"1,024,400","960,900","63,500",6.2%
Riverside,2016,March,"1,029,600","965,700","63,900",6.2%
Riverside,2016,April,"1,018,800","958,100","60,800",6.0%
Riverside,2016,May,"1,018,400","961,800","56,600",5.6%
Riverside,2016,June,"1,022,600","954,700","67,800",6.6%
Riverside,2016,July,"1,027,100","955,600","71,600",7.0%
Riverside,2016,August,"1,026,100","955,100","71,000",6.9%
Riverside,2016,September,"1,031,200","963,400","67,800",6.6%
Riverside,2016,October,"1,035,900","970,600","65,300",6.3%
Riverside,2016,November,"1,038,800","979,000","59,800",5.8%
Riverside,2016,December,"1,035,800","978,800","57,100",5.5%
Riverside,2017,January,"1,044,800","980,900","63,900",6.1%
Riverside,2017,February,"1,043,200","982,700","60,500",5.8%
Riverside,2017,March,"1,047,700","989,800","57,800",5.5%
Riverside,2017,April,"1,035,400","982,900","52,500",5.1%
Riverside,2017,May,"1,036,000","986,400","49,700",4.8%
Riverside,2017,June,"1,039,800","981,600","58,200",5.6%
Riverside,2017,July,"1,047,000","985,200","61,800",5.9%
Riverside,2017,August,"1,045,800","983,100","62,700",6.0%
Riverside,2017,September,"1,054,700","998,300","56,400",5.4%
Riverside,2017,October,"1,054,500","1,001,700","52,800",5.0%
Riverside,2017,November,"1,063,900","1,013,200","50,700",4.8%
Riverside,2017,December,"1,058,400","1,010,700","47,700",4.5%
Riverside,2018,January,"1,060,600","1,008,700","51,900",4.9%
Riverside,2018,February,"1,065,100","1,015,100","49,900",4.7%
Riverside,2018,March,"1,065,800","1,018,100","47,700",4.5%
Riverside,2018,April,"1,055,800","1,012,500","43,300",4.1%
Riverside,2018,May,"1,057,600","1,017,600","40,000",3.8%
Riverside,2018,June,"1,060,600","1,010,600","50,100",4.7%
Riverside,2018,July,"1,067,500","1,016,200","51,300",4.8%
Riverside,2018,August,"1,057,800","1,005,500","52,300",4.9%
Riverside,2018,September,"1,067,200","1,018,900","48,300",4.5%
