property_sum,violent_sum,year,month,county,unemp. rate
62,11,2010,january,yuba county,19.1%
69,11,2010,january,san bernardino county,14.0%
53,3,2010,january,san bernardino county,14.0%
52,18,2010,february,san bernardino county,13.9%
28,0,2010,february,los angeles county,12.5%
154,17,2010,february,alameda county,11.2%
66,7,2010,february,alameda county,11.2%
191,61,2010,february,alameda county,11.2%
1,0,2010,february,alameda county,11.2%
7,0,2010,february,alameda county,11.2%
55,0,2010,february,alameda county,11.2%
140,16,2010,february,los angeles county,12.5%
29,5,2010,february,orange county,10.1%
6,0,2010,february,santa barbara county,10.6%
10,2,2010,february,alpine county,10.0%
7,0,2010,february,modoc county,18.1%
36,4,2010,february,amador county,15.2%
27,1,2010,february,napa county,11.3%
654,77,2010,february,orange county,10.1%
44,4,2010,february,shasta county,18.8%
0,0,2010,february,ventura county,11.2%
5,0,2010,february,calaveras county,15.7%
258,54,2010,february,contra costa county,11.3%
136,17,2010,february,san bernardino county,13.9%
126,4,2010,february,los angeles county,12.5%
61,8,2010,february,humboldt county,11.5%
23,1,2010,february,san luis obispo county,10.4%
25,4,2010,february,los angeles county,12.5%
32,9,2010,february,kern county,17.5%
65,5,2010,february,san luis obispo county,10.4%
3,2,2010,february,san luis obispo county,10.4%
22,2,2010,february,san mateo county,8.7%
117,6,2010,february,merced county,21.1%
23,2,2010,february,placer county,12.1%
5,5,2010,february,los angeles county,12.5%
10,5,2010,february,kings county,18.3%
106,13,2010,february,los angeles county,12.5%
1261,146,2010,february,kern county,17.5%
150,17,2010,february,los angeles county,12.5%
50,4,2010,february,riverside county,14.3%
59,21,2010,february,san bernardino county,13.9%
112,7,2010,february,san mateo county,8.7%
6,0,2010,february,kern county,17.5%
60,8,2010,february,riverside county,14.3%
35,14,2010,february,los angeles county,12.5%
76,15,2010,february,los angeles county,12.5%
135,27,2010,february,los angeles county,12.5%
28,0,2010,february,san mateo county,8.7%
34,2,2010,february,solano county,13.2%
507,35,2010,february,alameda county,11.2%
89,5,2010,february,los angeles county,12.5%
13,1,2010,february,san bernardino county,13.9%
2,0,2010,february,butte county,15.0%
5,0,2010,february,inyo county,10.9%
48,4,2010,february,riverside county,14.3%
0,0,2010,february,los angeles county,12.5%
88,0,2010,february,imperial county,27.2%
105,3,2010,february,orange county,10.1%
102,2,2010,february,contra costa county,11.3%
6,0,2010,february,san mateo county,8.7%
6,0,2010,february,san mateo county,8.7%
4,2,2010,february,santa barbara county,10.6%
183,26,2010,february,orange county,10.1%
208,16,2010,february,los angeles county,12.5%
54,2,2010,february,san mateo county,8.7%
99,13,2010,february,butte county,15.0%
19,0,2010,february,alameda county,11.2%
0,0,2010,february,alpine county,10.0%
0,0,2010,february,amador county,15.2%
12,0,2010,february,butte county,15.0%
13,0,2010,february,calaveras county,15.7%
1,0,2010,february,colusa county,28.0%
59,0,2010,february,contra costa county,11.3%
2,0,2010,february,del norte county,13.5%
20,0,2010,february,el dorado county,12.8%
13,0,2010,february,fresno county,18.6%
0,0,2010,february,glenn county,17.9%
10,0,2010,february,humboldt county,11.5%
8,0,2010,february,imperial county,27.2%
1,0,2010,february,inyo county,10.9%
20,0,2010,february,kern county,17.5%
8,0,2010,february,kings county,18.3%
6,0,2010,february,lake county,16.4%
1,0,2010,february,lassen county,16.6%
34,1,2010,february,los angeles county,12.5%
27,0,2010,february,madera county,17.9%
1,0,2010,february,mariposa county,16.1%
10,0,2010,february,mendocino county,13.0%
49,0,2010,february,merced county,21.1%
0,0,2010,february,modoc county,18.1%
0,0,2010,february,mono county,8.8%
10,0,2010,february,monterey county,17.8%
5,0,2010,february,napa county,11.3%
5,0,2010,february,nevada county,12.3%
5,0,2010,february,orange county,10.1%
10,0,2010,february,placer county,12.1%
0,0,2010,february,plumas county,24.4%
5,1,2010,february,riverside county,14.3%
379,0,2010,february,sacramento county,13.1%
4,0,2010,february,san benito county,17.6%
7,1,2010,february,san bernardino county,13.9%
2,0,2010,february,san diego county,11.1%
1,0,2010,february,san francisco county,9.3%
69,1,2010,february,san joaquin county,17.8%
4,1,2010,february,san luis obispo county,10.4%
0,0,2010,february,san mateo county,8.7%
11,0,2010,february,santa barbara county,10.6%
4,0,2010,february,santa clara county,11.1%
36,0,2010,february,santa cruz county,16.4%
13,0,2010,february,shasta county,18.8%
0,0,2010,february,sierra county,20.6%
2,0,2010,february,siskiyou county,20.2%
9,0,2010,february,solano county,13.2%
10,0,2010,february,sonoma county,11.7%
51,0,2010,february,stanislaus county,18.7%
0,0,2010,february,sutter county,21.2%
5,0,2010,february,tehama county,17.2%
6,0,2010,february,trinity county,20.8%
72,0,2010,february,tulare county,19.4%
5,0,2010,february,tuolumne county,16.8%
1,1,2010,february,ventura county,11.2%
4,0,2010,february,yolo county,13.3%
6,0,2010,february,yuba county,19.4%
1,1,2010,february,sacramento county,13.1%
16,0,2010,february,los angeles county,12.5%
32,0,2010,february,san luis obispo county,10.4%
35,1,2010,february,los angeles county,12.5%
55,0,2010,february,calaveras county,15.7%
0,0,2010,february,calaveras county,15.7%
146,4,2010,february,imperial county,27.2%
33,4,2010,february,kern county,17.5%
10,4,2010,february,riverside county,14.3%
1,0,2010,february,imperial county,27.2%
16,2,2010,february,napa county,11.3%
73,4,2010,february,ventura county,11.2%
112,5,2010,february,santa clara county,11.1%
7,1,2010,february,riverside county,14.3%
0,0,2010,february,sacramento county,13.1%
58,7,2010,february,santa cruz county,16.4%
163,7,2010,february,san diego county,11.1%
11,1,2010,february,monterey county,17.8%
21,2,2010,february,santa barbara county,10.6%
189,37,2010,february,los angeles county,12.5%
156,14,2010,february,riverside county,14.3%
149,11,2010,february,stanislaus county,18.7%
119,9,2010,february,los angeles county,12.5%
1,0,2010,february,ventura county,11.2%
152,21,2010,february,butte county,15.0%
166,16,2010,february,san bernardino county,13.9%
84,3,2010,february,san bernardino county,13.9%
19,2,2010,february,madera county,17.9%
469,48,2010,february,san diego county,11.1%
321,25,2010,february,sacramento county,13.1%
63,5,2010,february,los angeles county,12.5%
17,0,2010,february,contra costa county,11.3%
44,6,2010,february,lake county,16.4%
5,2,2010,february,sonoma county,11.7%
227,11,2010,february,fresno county,18.6%
132,15,2010,february,riverside county,14.3%
27,3,2010,february,fresno county,18.6%
1,7,2010,february,fresno county,18.6%
6,1,2010,february,tulare county,19.4%
26,0,2010,february,san mateo county,8.7%
0,0,2010,february,san diego county,11.1%
110,15,2010,february,san bernardino county,13.9%
10,0,2010,february,colusa county,28.0%
29,2,2010,february,colusa county,28.0%
69,7,2010,february,los angeles county,12.5%
203,96,2010,february,los angeles county,12.5%
255,46,2010,february,contra costa county,11.3%
74,4,2010,february,contra costa county,11.3%
236,30,2010,february,contra costa county,11.3%
16,2,2010,february,contra costa county,11.3%
11,1,2010,february,contra costa county,11.3%
33,0,2010,february,kings county,18.3%
33,4,2010,february,tehama county,17.2%
285,8,2010,february,riverside county,14.3%
37,2,2010,february,san diego county,11.1%
240,20,2010,february,orange county,10.1%
6,3,2010,february,sonoma county,11.7%
141,17,2010,february,los angeles county,12.5%
17,0,2010,february,del norte county,13.5%
5,0,2010,february,kern county,17.5%
12,0,2010,february,ventura county,11.2%
25,1,2010,february,butte county,15.0%
10,2,2010,february,los angeles county,12.5%
11,1,2010,february,alameda county,11.2%
28,0,2010,february,fresno county,18.6%
35,0,2010,february,orange county,10.1%
13,2,2010,february,humboldt county,11.5%
38,0,2010,february,los angeles county,12.5%
16,0,2010,february,los angeles county,12.5%
9,0,2010,february,monterey county,17.8%
37,2,2010,february,los angeles county,12.5%
27,0,2010,february,sacramento county,13.1%
8,0,2010,february,san bernardino county,13.9%
71,7,2010,february,san diego county,11.1%
29,0,2010,february,san francisco county,9.3%
37,4,2010,february,santa clara county,11.1%
2,1,2010,february,san diego county,11.1%
6,0,2010,february,sonoma county,11.7%
11,0,2010,february,stanislaus county,18.7%
44,6,2010,february,los angeles county,12.5%
11,0,2010,february,san luis obispo county,10.4%
109,15,2010,february,los angeles county,12.5%
78,7,2010,february,santa clara county,11.1%
47,1,2010,february,orange county,10.1%
165,22,2010,february,san mateo county,8.7%
46,3,2010,february,orange county,10.1%
24,4,2010,february,contra costa county,11.3%
141,7,2010,february,yolo county,13.3%
8,0,2010,february,san diego county,11.1%
29,2,2010,february,del norte county,13.5%
5,0,2010,february,monterey county,17.8%
152,21,2010,february,kern county,17.5%
104,19,2010,february,riverside county,14.3%
59,1,2010,february,los angeles county,12.5%
70,15,2010,february,tulare county,19.4%
48,6,2010,february,solano county,13.2%
1,0,2010,february,siskiyou county,20.2%
10,3,2010,february,merced county,21.1%
287,35,2010,february,los angeles county,12.5%
47,5,2010,february,los angeles county,12.5%
69,7,2010,february,alameda county,11.2%
4,0,2010,february,siskiyou county,20.2%
62,30,2010,february,san mateo county,8.7%
227,22,2010,february,san diego county,11.1%
11,0,2010,february,los angeles county,12.5%
173,24,2010,february,imperial county,27.2%
62,16,2010,february,contra costa county,11.3%
171,11,2010,february,el dorado county,12.8%
231,45,2010,february,los angeles county,12.5%
39,0,2010,february,los angeles county,12.5%
212,39,2010,february,sacramento county,13.1%
81,11,2010,february,alameda county,11.2%
87,16,2010,february,san diego county,11.1%
12,0,2010,february,san joaquin county,17.8%
299,52,2010,february,san diego county,11.1%
0,0,2010,february,siskiyou county,20.2%
93,13,2010,february,humboldt county,11.5%
9,1,2010,february,tulare county,19.4%
270,42,2010,february,solano county,13.2%
2,0,2010,february,orange county,10.1%
17,4,2010,february,tulare county,19.4%
0,0,2010,february,humboldt county,11.5%
31,0,2010,february,ventura county,11.2%
7,0,2010,february,fresno county,18.6%
115,4,2010,february,sacramento county,13.1%
264,50,2010,february,san bernardino county,13.9%
13,4,2010,february,san bernardino county,13.9%
11,0,2010,february,santa clara county,11.1%
30,2,2010,february,mendocino county,13.0%
2,1,2010,february,siskiyou county,20.2%
39,4,2010,february,humboldt county,11.5%
32,6,2010,february,san mateo county,8.7%
90,12,2010,february,orange county,10.1%
1,0,2010,february,merced county,21.1%
9,2,2010,february,fresno county,18.6%
338,48,2010,february,alameda county,11.2%
1753,176,2010,february,fresno county,18.6%
384,45,2010,february,fresno county,18.6%
293,33,2010,february,orange county,10.1%
31,2,2010,february,sacramento county,13.1%
307,49,2010,february,orange county,10.1%
122,27,2010,february,los angeles county,12.5%
140,9,2010,february,santa clara county,11.1%
303,19,2010,february,los angeles county,12.5%
113,7,2010,february,los angeles county,12.5%
13,0,2010,february,glenn county,17.9%
0,0,2010,february,sacramento county,13.1%
43,4,2010,february,santa barbara county,10.6%
11,4,2010,february,monterey county,17.8%
18,1,2010,february,san bernardino county,13.9%
36,10,2010,february,nevada county,12.3%
22,7,2010,february,monterey county,17.8%
8,3,2010,february,butte county,15.0%
23,0,2010,february,san luis obispo county,10.4%
6,1,2010,february,santa barbara county,10.6%
12,2,2010,february,merced county,21.1%
21,2,2010,february,san mateo county,8.7%
88,24,2010,february,kings county,18.3%
24,4,2010,february,los angeles county,12.5%
165,46,2010,february,los angeles county,12.5%
298,42,2010,february,alameda county,11.2%
16,2,2010,february,sonoma county,11.7%
180,24,2010,february,riverside county,14.3%
29,4,2010,february,contra costa county,11.3%
33,3,2010,february,los angeles county,12.5%
160,22,2010,february,san bernardino county,13.9%
2,0,2010,february,los angeles county,12.5%
104,14,2010,february,san bernardino county,13.9%
12,1,2010,february,san mateo county,8.7%
82,12,2010,february,san benito county,17.6%
0,0,2010,february,san benito county,17.6%
8,0,2010,february,stanislaus county,18.7%
74,21,2010,february,humboldt county,11.5%
0,0,2010,february,ventura county,11.2%
371,23,2010,february,orange county,10.1%
181,54,2010,february,los angeles county,12.5%
12,10,2010,february,fresno county,18.6%
2,0,2010,february,imperial county,27.2%
33,9,2010,february,san diego county,11.1%
53,26,2010,february,imperial county,27.2%
17,0,2010,february,riverside county,14.3%
244,43,2010,february,riverside county,14.3%
109,3,2010,february,los angeles county,12.5%
210,44,2010,february,los angeles county,12.5%
0,0,2010,february,riverside county,14.3%
6,6,2010,february,inyo county,10.9%
18,3,2010,february,amador county,15.2%
187,2,2010,february,orange county,10.1%
13,0,2010,february,los angeles county,12.5%
0,0,2010,february,sacramento county,13.1%
13,4,2010,february,amador county,15.2%
6,0,2010,february,contra costa county,11.3%
46,0,2010,february,fresno county,18.6%
786,132,2010,february,kern county,17.5%
17,4,2010,february,monterey county,17.8%
50,14,2010,february,kings county,18.3%
42,2,2010,february,fresno county,18.6%
30,4,2010,february,los angeles county,12.5%
85,12,2010,february,orange county,10.1%
5,0,2010,february,los angeles county,12.5%
211,18,2010,february,san diego county,11.1%
49,5,2010,february,los angeles county,12.5%
13,3,2010,february,orange county,10.1%
45,13,2010,february,los angeles county,12.5%
112,13,2010,february,riverside county,14.3%
40,1,2010,february,los angeles county,12.5%
43,0,2010,february,contra costa county,11.3%
33,3,2010,february,orange county,10.1%
52,3,2010,february,orange county,10.1%
45,6,2010,february,orange county,10.1%
8,1,2010,february,orange county,10.1%
77,16,2010,february,lake county,16.4%
112,10,2010,february,riverside county,14.3%
79,9,2010,february,orange county,10.1%
0,0,2010,february,siskiyou county,20.2%
29,4,2010,february,lake county,16.4%
173,28,2010,february,los angeles county,12.5%
254,58,2010,february,los angeles county,12.5%
1,0,2010,february,los angeles county,12.5%
1,2,2010,february,lassen county,16.6%
42,13,2010,february,los angeles county,12.5%
35,12,2010,february,san diego county,11.1%
63,13,2010,february,kings county,18.3%
26,4,2010,february,placer county,12.1%
26,5,2010,february,tulare county,19.4%
148,24,2010,february,alameda county,11.2%
27,5,2010,february,merced county,21.1%
121,13,2010,february,san joaquin county,17.8%
36,3,2010,february,san bernardino county,13.9%
21,12,2010,february,los angeles county,12.5%
88,20,2010,february,santa barbara county,10.6%
831,177,2010,february,los angeles county,12.5%
25,3,2010,february,orange county,10.1%
10,2,2010,february,santa clara county,11.1%
5,0,2010,february,santa clara county,11.1%
6914,1661,2010,february,los angeles county,12.5%
1334,470,2010,february,los angeles county,12.5%
51,24,2010,february,los angeles county,12.5%
100,14,2010,february,merced county,21.1%
62,4,2010,february,santa clara county,11.1%
105,49,2010,february,los angeles county,12.5%
123,25,2010,february,madera county,17.9%
112,14,2010,february,madera county,17.9%
31,2,2010,february,los angeles county,12.5%
28,3,2010,february,mono county,8.8%
56,3,2010,february,los angeles county,12.5%
121,12,2010,february,san joaquin county,17.8%
44,8,2010,february,monterey county,17.8%
20,4,2010,february,mariposa county,16.1%
75,3,2010,february,contra costa county,11.3%
43,10,2010,february,yuba county,19.4%
